Date,Year,Month,Max Temp,Min Temp,Mean Temp,Total Precip (mm)
2017-01,2017,1,-1.2580645161290325,-7.812903225806451,-4.548387096774193,1.8193548387096778
2017-02,2017,2,0.684,-7.312,-3.3199999999999994,3.188
2017-03,2017,3,0.06333333333333341,-8.113333333333333,-4.0299999999999985,2.6666666666666674
2017-04,2017,4,12.503333333333334,3.4066666666666663,7.976666666666665,5.093333333333334
2017-05,2017,5,17.912903225806446,8.667741935483873,13.309677419354838,3.674193548387097
2017-06,2017,6,23.33448275862069,14.23448275862069,18.806896551724137,3.475862068965518
2017-07,2017,7,25.30666666666667,16.396666666666665,20.88,4.036666666666666
2017-08,2017,8,24.616666666666667,15.223333333333338,19.943333333333335,2.7700000000000005
2017-09,2017,9,23.43000000000001,13.516666666666662,18.50333333333333,1.6133333333333333
2017-10,2017,10,18.137931034482758,8.462068965517243,13.327586206896552,3.741379310344827
2017-11,2017,11,6.057142857142855,-3.139285714285715,1.460714285714286,2.6964285714285716
2017-12,2017,12,-5.396774193548387,-11.7,-8.567741935483872,1.648387096774194
