Date,Year,Month,Max Temp,Min Temp,Mean Temp,Total Precip (mm)
2012-01,2012,1,-2.5,-12.3,-7.4,84.2
2012-02,2012,2,-0.7,-8.8,-4.7,33.4
2012-03,2012,3,8.1,-2.0,3.1,57.8
2012-04,2012,4,11.8,1.8,6.8,67.0
2012-05,2012,5,21.2,10.5,15.9,91.8
2012-06,2012,6,25.0,14.8,20.0,73.6
2012-07,2012,7,28.0,16.5,22.3,94.2
2012-08,2012,8,27.1,17.2,22.2,48.2
2012-09,2012,9,21.5,10.5,16.0,103.0
2012-10,2012,10,15.0,6.6,10.8,95.8
2012-11,2012,11,5.1,-4.0,0.5,13.6
2012-12,2012,12,-0.1,-6.9,-3.5,164.8
