Date,Year,Month,Max Temp,Min Temp,Mean Temp,Total Precip (mm)
2015-01,2015,1,-6.136666666666667,-17.133333333333333,-11.656666666666668,1.933333333333334
2015-02,2015,2,-10.26785714285714,-19.45357142857143,-14.878571428571425,0.7499999999999997
2015-03,2015,3,0.12258064516129037,-9.383870967741933,-4.6483870967741945,0.7935483870967741
2015-04,2015,4,10.560714285714285,1.275,5.946428571428574,2.3142857142857145
2015-05,2015,5,22.787096774193554,10.399999999999999,16.60967741935484,2.6387096774193552
2015-06,2015,6,22.344827586206897,12.513793103448274,17.44827586206896,4.217241379310345
2015-07,2015,7,26.393548387096775,16.706451612903233,21.5741935483871,3.232258064516129
2015-08,2015,8,25.7483870967742,16.55806451612903,21.174193548387098,3.5645161290322576
2015-09,2015,9,24.13333333333333,13.450000000000005,18.816666666666666,3.5900000000000003
2015-10,2015,10,12.7,3.132258064516128,7.94516129032258,3.009677419354839
2015-11,2015,11,7.914814814814816,-0.385185185185185,3.7703703703703697,1.8481481481481483
2015-12,2015,12,4.590000000000001,-1.2566666666666668,1.676666666666666,3.2566666666666673
