Date,Year,Month,Max Temp,Min Temp,Mean Temp,Total Precip (mm)
2013-01,2013,1,-3.170967741935484,-12.670967741935485,-7.935483870967741,1.6903225806451614
2013-02,2013,2,-3.244444444444444,-10.114285714285716,-6.637037037037036,1.6680000000000001
2013-03,2013,3,3.183870967741936,-3.9580645161290313,-0.39032258064516107,1.706451612903226
2013-04,2013,4,11.206666666666667,1.0433333333333334,6.146666666666666,1.7333333333333336
2013-05,2013,5,21.141935483870967,9.393548387096775,15.287096774193552,2.9366666666666665
2013-06,2013,6,22.31333333333333,13.570000000000002,17.956666666666667,4.3100000000000005
2013-07,2013,7,27.226666666666663,17.270967741935483,22.28333333333334,2.9433333333333334
2013-08,2013,8,25.1,15.590322580645157,20.374193548387098,2.035483870967742
2013-09,2013,9,20.27333333333333,10.333333333333336,15.323333333333334,3.0100000000000002
2013-10,2013,10,15.1258064516129,5.94516129032258,10.558064516129033,2.4099999999999997
2013-11,2013,11,4.949999999999999,-2.85,1.05,3.086666666666667
2013-12,2013,12,-5.120689655172415,-11.65666666666667,-8.703571428571427,2.179310344827587
