Date,Year,Month,Max Temp,Min Temp,Mean Temp,Total Precip (mm)
2014-01,2014,1,-5.6433333333333335,-13.953333333333331,-9.816666666666666,1.3500000000000008
2014-02,2014,2,-4.853571428571428,-12.442857142857141,-8.660714285714286,1.575
2014-03,2014,3,-1.3419354838709672,-10.503225806451614,-5.941935483870967,1.5096774193548386
2014-04,2014,4,10.36896551724138,0.6793103448275862,5.551724137931034,4.165517241379311
2014-05,2014,5,19.70689655172414,9.520689655172417,14.634482758620688,2.9379310344827587
2014-06,2014,6,24.796666666666667,14.733333333333336,19.793333333333337,5.446666666666667
2014-07,2014,7,25.396774193548392,16.874193548387094,21.151612903225807,2.3032258064516125
2014-08,2014,8,25.03870967741936,15.416129032258064,20.261290322580646,2.4709677419354836
2014-09,2014,9,21.599999999999998,11.496428571428572,16.567857142857147,1.4250000000000003
2014-10,2014,10,14.935714285714285,7.467857142857143,11.225,2.4785714285714286
2014-11,2014,11,5.377272727272726,-0.5636363636363636,2.422727272727273,1.3590909090909091
2014-12,2014,12,-0.03684210526315786,-5.163157894736842,-2.6210526315789475,2.105263157894737
