Date,Year,Month,Day,Max Temp,Min Temp,Mean Temp,Total Precip (mm),Spd of Max Gust (km/h)
2015-05-23,2015,5,23,17.0,2.2,9.6,0.0,50
2015-05-24,2015,5,24,25.5,12.9,19.2,0.2,48
2015-05-25,2015,5,25,20.6,15.6,18.1,23.5,37
2015-05-26,2015,5,26,28.1,15.2,21.7,0.0,37
2015-05-27,2015,5,27,27.7,19.9,23.8,0.0,44
2015-05-28,2015,5,28,22.5,12.5,17.5,4.7,39
2015-05-29,2015,5,29,25.2,10.4,17.8,0.2,0
2015-05-30,2015,5,30,30.4,11.3,20.9,4.2,54
2015-05-31,2015,5,31,15.0,8.5,11.8,1.2,43
2015-06-01,2015,6,1,14.0,9.3,11.7,1.8,37
2015-06-02,2015,6,2,13.1,5.3,9.2,1.3,32
2015-06-03,2015,6,3,17.6,3.8,10.7,0.0,0
2015-06-04,2015,6,4,24.3,9.7,17.0,0.0,0
2015-06-06,2015,6,6,19.9,8.7,14.3,0.0,44
2015-06-07,2015,6,7,21.8,7.4,14.6,0.0,37
2015-06-08,2015,6,8,22.1,14.3,18.2,26.0,43
2015-06-09,2015,6,9,22.6,15.8,19.2,7.7,0
2015-06-10,2015,6,10,24.3,15.8,20.1,2.4,37
2015-06-11,2015,6,11,22.8,16.4,19.6,0.0,44
2015-06-12,2015,6,12,20.8,13.1,17.0,10.6,0
2015-06-13,2015,6,13,26.0,12.7,19.4,0.0,41
2015-06-14,2015,6,14,23.6,12.4,18.0,0.0,0
2015-06-15,2015,6,15,22.2,16.7,19.5,0.0,43
2015-06-16,2015,6,16,22.7,13.2,18.0,24.1,32
2015-06-17,2015,6,17,21.8,10.9,16.4,0.0,0
2015-06-18,2015,6,18,26.9,14.5,20.7,3.6,37
2015-06-19,2015,6,19,20.6,11.2,15.9,0.0,41
2015-06-20,2015,6,20,24.5,9.5,17.0,0.0,0
2015-06-21,2015,6,21,24.7,18.7,21.7,19.4,0
2015-06-22,2015,6,22,26.5,17.2,21.9,6.6,0
2015-06-23,2015,6,23,27.0,17.0,22.0,1.4,65
2015-06-24,2015,6,24,23.7,12.9,18.3,2.9,41
2015-06-25,2015,6,25,22.4,11.5,17.0,0.2,41
2015-06-26,2015,6,26,23.7,11.6,17.7,0.0,32
2015-06-27,2015,6,27,24.2,13.4,18.8,0.0,0
2015-06-28,2015,6,28,19.4,13.0,16.2,11.5,33
2015-06-29,2015,6,29,19.3,12.4,15.9,0.0,0
2015-06-30,2015,6,30,25.5,14.5,20.0,2.8,37
2015-07-01,2015,7,1,22.4,15.5,19.0,9.2,54
2015-07-02,2015,7,2,22.7,13.4,18.1,0.0,44
2015-07-03,2015,7,3,24.1,13.4,18.8,0.0,35
2015-07-04,2015,7,4,24.6,14.2,19.4,0.0,0
2015-07-05,2015,7,5,26.7,15.9,21.3,0.0,32
2015-07-06,2015,7,6,28.2,17.1,22.7,0.0,0
2015-07-07,2015,7,7,29.9,19.9,24.9,1.2,37
2015-07-08,2015,7,8,23.2,14.7,19.0,0.5,39
2015-07-09,2015,7,9,23.1,15.5,19.3,0.0,0
2015-07-10,2015,7,10,28.4,15.7,22.1,0.0,37
2015-07-11,2015,7,11,28.4,18.2,23.3,0.0,37
2015-07-12,2015,7,12,29.7,20.5,25.1,0.0,0
2015-07-13,2015,7,13,30.3,19.9,25.1,0.0,0
2015-07-14,2015,7,14,28.7,15.7,22.2,0.0,50
2015-07-15,2015,7,15,22.7,13.1,17.9,0.0,39
2015-07-16,2015,7,16,23.4,9.4,16.4,0.5,0
2015-07-17,2015,7,17,24.5,13.5,19.0,5.0,32
2015-07-18,2015,7,18,25.3,18.1,21.7,1.7,0
2015-07-19,2015,7,19,28.6,20.0,24.3,41.2,0
2015-07-20,2015,7,20,27.4,19.6,23.5,0.0,35
2015-07-21,2015,7,21,25.1,15.8,20.5,30.5,39
2015-07-22,2015,7,22,22.0,14.3,18.2,0.2,37
2015-07-23,2015,7,23,24.5,15.8,20.2,0.5,56
2015-07-24,2015,7,24,23.7,16.0,19.9,1.1,0
2015-07-25,2015,7,25,26.1,14.6,20.4,3.4,0
2015-07-26,2015,7,26,27.3,19.0,23.2,0.0,0
2015-07-27,2015,7,27,29.6,19.3,24.5,1.0,43
2015-07-28,2015,7,28,30.6,17.6,24.1,0.2,0
2015-07-29,2015,7,29,31.9,22.3,27.1,0.0,0
2015-07-30,2015,7,30,28.6,21.1,24.9,4.0,41
2015-07-31,2015,7,31,26.5,18.8,22.7,0.0,39
2015-08-01,2015,8,1,25.3,15.7,20.5,7.2,50
2015-08-02,2015,8,2,27.5,15.2,21.4,0.2,33
2015-08-03,2015,8,3,25.8,18.5,22.2,0.2,43
2015-08-04,2015,8,4,26.0,17.9,22.0,3.2,44
2015-08-05,2015,8,5,23.7,16.1,19.9,0.2,43
2015-08-06,2015,8,6,22.9,14.1,18.5,0.0,41
2015-08-07,2015,8,7,22.0,11.7,16.9,0.3,0
2015-08-08,2015,8,8,23.9,13.0,18.5,0.2,0
2015-08-09,2015,8,9,25.8,15.5,20.7,0.5,0
2015-08-10,2015,8,10,27.3,15.5,21.4,26.8,48
2015-08-11,2015,8,11,20.9,17.5,19.2,45.5,39
2015-08-12,2015,8,12,23.1,16.2,19.7,1.7,41
2015-08-13,2015,8,13,22.8,16.4,19.6,0.0,0
2015-08-14,2015,8,14,24.7,14.6,19.7,3.7,32
2015-08-15,2015,8,15,27.8,19.8,23.8,0.5,0
2015-08-16,2015,8,16,29.1,20.4,24.8,0.0,0
2015-08-17,2015,8,17,31.2,20.4,25.8,0.0,35
2015-08-18,2015,8,18,31.1,21.5,26.3,4.6,43
2015-08-19,2015,8,19,30.8,21.0,25.9,0.2,0
2015-08-20,2015,8,20,30.3,19.3,24.8,8.6,50
2015-08-21,2015,8,21,25.9,17.9,21.9,5.5,37
2015-08-22,2015,8,22,25.3,15.4,20.4,0.0,0
2015-08-23,2015,8,23,27.7,15.9,21.8,0.0,0
2015-08-24,2015,8,24,28.2,17.6,22.9,0.0,35
2015-08-25,2015,8,25,26.2,14.4,20.3,1.1,39
2015-08-26,2015,8,26,22.7,15.7,19.2,0.0,0
2015-08-27,2015,8,27,22.7,14.1,18.4,0.0,37
2015-08-28,2015,8,28,22.8,13.3,18.1,0.0,32
2015-08-29,2015,8,29,23.8,13.5,18.7,0.3,0
2015-08-30,2015,8,30,25.6,18.1,21.9,0.0,0
2015-08-31,2015,8,31,25.3,17.1,21.2,0.0,48
2015-09-01,2015,9,1,27.4,13.5,20.5,0.0,0
2015-09-02,2015,9,2,26.1,19.4,22.8,0.0,0
2015-09-03,2015,9,3,28.1,16.5,22.3,0.2,0
2015-09-04,2015,9,4,26.0,13.0,19.5,0.0,0
2015-09-05,2015,9,5,28.5,12.3,20.4,0.3,0
2015-09-06,2015,9,6,30.9,18.2,24.6,0.0,0
2015-09-07,2015,9,7,31.8,21.7,26.8,15.5,57
2015-09-08,2015,9,8,28.0,20.3,24.2,0.0,0
2015-09-09,2015,9,9,27.7,17.4,22.6,0.0,41
2015-09-10,2015,9,10,24.0,15.8,19.9,1.2,0
2015-09-11,2015,9,11,24.9,13.8,19.4,0.0,0
2015-09-12,2015,9,12,19.2,14.8,17.0,10.4,33
2015-09-13,2015,9,13,21.1,14.7,17.9,29.8,44
2015-09-14,2015,9,14,20.8,14.5,17.7,5.6,39
2015-09-15,2015,9,15,26.0,14.5,20.3,0.0,32
2015-09-16,2015,9,16,27.9,16.1,22.0,0.0,0
2015-09-17,2015,9,17,28.1,16.6,22.4,0.0,32
2015-09-18,2015,9,18,28.5,15.2,21.9,0.8,0
2015-09-19,2015,9,19,28.2,13.9,21.1,10.1,48
2015-09-20,2015,9,20,18.2,8.5,13.4,0.2,39
2015-09-21,2015,9,21,20.8,7.2,14.0,0.0,0
2015-09-22,2015,9,22,22.7,10.5,16.6,0.0,0
2015-09-23,2015,9,23,23.8,12.6,18.2,0.0,0
2015-09-24,2015,9,24,19.3,12.6,16.0,0.0,41
2015-09-25,2015,9,25,15.2,6.6,10.9,0.0,0
2015-09-26,2015,9,26,18.0,5.6,11.8,0.0,0
2015-09-27,2015,9,27,23.1,5.2,14.2,0.0,0
2015-09-28,2015,9,28,21.4,13.0,17.2,0.6,35
2015-09-29,2015,9,29,24.9,13.3,19.1,29.3,39
2015-09-30,2015,9,30,13.4,6.2,9.8,3.7,52
2015-10-01,2015,10,1,14.3,4.4,9.4,0.0,39
2015-10-02,2015,10,2,12.8,4.1,8.5,0.0,52
2015-10-03,2015,10,3,13.0,4.3,8.7,0.0,50
2015-10-04,2015,10,4,15.4,4.1,9.8,0.0,0
2015-10-05,2015,10,5,15.9,5.0,10.5,0.2,0
2015-10-06,2015,10,6,15.3,11.1,13.2,0.0,32
2015-10-07,2015,10,7,18.8,4.5,11.7,0.0,41
2015-10-08,2015,10,8,12.4,3.8,8.1,0.4,0
2015-10-09,2015,10,9,8.8,5.5,7.2,6.1,0
2015-10-10,2015,10,10,10.2,2.1,6.2,0.3,35
2015-10-11,2015,10,11,17.9,7.5,12.7,0.0,43
2015-10-12,2015,10,12,23.6,11.2,17.4,0.0,0
2015-10-13,2015,10,13,17.9,12.3,15.1,2.2,43
2015-10-14,2015,10,14,14.6,3.3,9.0,0.0,46
2015-10-15,2015,10,15,13.7,3.5,8.6,12.4,43
2015-10-16,2015,10,16,11.4,5.0,8.2,7.5,50
2015-10-17,2015,10,17,6.7,-3.0,1.9,6.1,52
2015-10-18,2015,10,18,4.9,-4.4,0.3,0.3,33
2015-10-19,2015,10,19,9.4,-4.6,2.4,0.2,37
2015-10-20,2015,10,20,17.5,6.8,12.2,0.0,50
2015-10-21,2015,10,21,10.1,1.6,5.9,0.0,0
2015-10-22,2015,10,22,16.9,3.1,10.0,3.0,54
2015-10-23,2015,10,23,8.4,0.7,4.6,0.0,37
2015-10-24,2015,10,24,10.3,0.3,5.3,6.7,52
2015-10-25,2015,10,25,12.7,4.5,8.6,9.2,46
2015-10-26,2015,10,26,7.5,-1.6,3.0,0.0,32
2015-10-27,2015,10,27,10.7,-3.0,3.9,0.4,0
2015-10-28,2015,10,28,10.8,1.4,6.1,29.2,48
2015-10-29,2015,10,29,14.8,7.3,11.1,8.5,78
2015-10-30,2015,10,30,8.7,-0.5,4.1,0.0,54
2015-10-31,2015,10,31,8.3,-3.2,2.6,0.6,0
2015-11-01,2015,11,1,12.8,5.4,9.1,5.4,59
2015-11-02,2015,11,2,11.1,5.5,8.3,0.5,35
2015-11-03,2015,11,3,15.2,4.8,10.0,0.8,33
2015-11-07,2015,11,7,10.7,2.1,6.4,0.0,43
2015-11-08,2015,11,8,7.5,-0.7,3.4,0.0,37
2015-11-09,2015,11,9,11.7,3.4,7.6,0.0,41
2015-11-10,2015,11,10,13.0,1.4,7.2,0.0,0
2015-11-11,2015,11,11,10.9,4.1,7.5,0.0,0
2015-11-12,2015,11,12,12.0,6.4,9.2,14.7,52
2015-11-13,2015,11,13,9.5,1.0,5.3,6.1,46
2015-11-14,2015,11,14,3.8,-0.4,1.7,0.0,44
2015-11-15,2015,11,15,7.5,0.7,4.1,0.0,33
2015-11-16,2015,11,16,7.5,-2.9,2.3,0.0,0
2015-11-17,2015,11,17,5.1,-4.7,0.2,0.0,0
2015-11-18,2015,11,18,9.3,-2.9,3.2,0.0,46
2015-11-19,2015,11,19,14.1,9.1,11.6,7.2,50
2015-11-20,2015,11,20,11.4,1.0,6.2,0.0,43
2015-11-21,2015,11,21,5.5,-1.8,1.9,0.0,37
2015-11-22,2015,11,22,7.8,-4.3,1.8,0.2,59
2015-11-23,2015,11,23,0.8,-7.4,-3.3,0.0,37
2015-11-24,2015,11,24,-2.7,-7.4,-5.1,0.9,0
2015-11-25,2015,11,25,4.6,-8.0,-1.7,0.0,39
2015-11-26,2015,11,26,9.8,3.4,6.6,0.0,41
2015-11-27,2015,11,27,14.7,0.5,7.6,14.1,43
2015-11-28,2015,11,28,1.3,-3.7,-1.2,0.0,0
2015-11-29,2015,11,29,1.0,-5.8,-2.4,0.0,0
2015-11-30,2015,11,30,-2.2,-9.2,-5.7,0.0,0
2015-12-01,2015,12,1,4.2,-6.6,-1.2,5.5,0
2015-12-02,2015,12,2,4.3,1.5,2.9,11.2,0
2015-12-03,2015,12,3,5.9,-0.1,2.9,1.2,0
2015-12-04,2015,12,4,5.8,0.2,3.0,0.0,35
2015-12-05,2015,12,5,6.5,2.8,4.7,0.0,35
2015-12-06,2015,12,6,5.9,0.1,3.0,0.0,0
2015-12-07,2015,12,7,4.5,-0.9,1.8,0.0,0
2015-12-08,2015,12,8,4.4,-0.1,2.2,0.0,0
2015-12-09,2015,12,9,7.5,0.3,3.9,0.0,37
2015-12-10,2015,12,10,9.8,5.1,7.5,3.2,0
2015-12-11,2015,12,11,14.0,6.2,10.1,0.0,61
2015-12-12,2015,12,12,9.9,2.3,6.1,0.0,32
2015-12-13,2015,12,13,3.8,-0.6,1.6,2.2,33
2015-12-14,2015,12,14,3.7,1.1,2.4,8.5,39
2015-12-15,2015,12,15,4.5,0.5,2.5,5.0,35
2015-12-16,2015,12,16,1.7,-0.1,0.8,0.0,0
2015-12-17,2015,12,17,7.7,-0.3,3.7,12.6,32
2015-12-18,2015,12,18,7.4,1.3,4.4,0.0,37
2015-12-19,2015,12,19,1.7,-4.9,-1.6,0.2,63
2015-12-20,2015,12,20,0.2,-6.7,-3.3,0.0,33
2015-12-21,2015,12,21,4.2,-1.1,1.6,9.6,0
2015-12-22,2015,12,22,4.9,1.0,3.0,4.2,0
2015-12-24,2015,12,24,17.2,6.1,11.7,2.3,82
2015-12-25,2015,12,25,7.8,-0.7,3.6,0.0,0
2015-12-26,2015,12,26,4.2,-3.1,0.6,0.0,0
2015-12-27,2015,12,27,2.4,-4.0,-0.8,8.4,35
2015-12-28,2015,12,28,-3.9,-10.8,-7.4,0.2,35
2015-12-29,2015,12,29,-7.2,-12.0,-9.6,19.8,44
2015-12-30,2015,12,30,-5.0,-9.1,-7.1,2.9,0
2015-12-31,2015,12,31,-0.3,-5.1,-2.7,0.7,41
