Date,Year,Month,Day,Max Temp,Min Temp,Mean Temp,Total Precip (mm),Spd of Max Gust (km/h)
2020-02-22,2020,2,22,3.0,-3.1,0.0,0.0,46
2020-02-24,2020,2,24,9.0,-0.8,4.1,0.0,43
2020-02-26,2020,2,26,0.8,-2.8,-1.0,1.7,34
2020-02-27,2020,2,27,2.3,-7.6,-2.7,16.7,58
2020-02-28,2020,2,28,-6.5,-10.7,-8.6,0.2,54
2020-02-29,2020,2,29,-8.4,-12.6,-10.5,0.0,36
2020-03-02,2020,3,2,5.4,-7.3,-0.9,13.1,36
2020-03-03,2020,3,3,6.2,0.3,3.3,11.3,38
2020-03-04,2020,3,4,3.7,0.0,1.8,0.0,56
2020-03-05,2020,3,5,3.4,-2.2,0.6,0.0,33
2020-03-06,2020,3,6,0.8,-5.6,-2.4,1.1,47
2020-03-07,2020,3,7,-0.3,-9.9,-5.1,0.2,32
2020-03-08,2020,3,8,5.9,-1.3,2.3,0.0,37
2020-03-09,2020,3,9,11.5,-1.1,5.2,0.0,37
2020-03-10,2020,3,10,4.6,-1.0,1.8,10.2,35
2020-03-11,2020,3,11,-1.0,-5.6,-3.3,0.2,34
2020-03-13,2020,3,13,9.6,0.7,5.1,10.4,74
2020-03-14,2020,3,14,5.6,-3.3,1.2,0.0,65
2020-03-17,2020,3,17,6.5,0.3,3.4,4.7,47
2020-03-18,2020,3,18,3.5,-3.6,-0.1,0.2,32
2020-03-19,2020,3,19,8.8,-0.2,4.3,0.0,33
2020-03-20,2020,3,20,16.5,-2.6,7.0,14.3,69
2020-03-21,2020,3,21,-1.2,-8.0,-4.6,0.2,37
2020-03-23,2020,3,23,1.7,-5.0,-1.7,2.7,51
2020-03-25,2020,3,25,8.7,-2.2,3.2,0.0,38
2020-03-26,2020,3,26,12.3,2.6,7.4,3.0,31
2020-03-27,2020,3,27,9.0,-1.9,3.5,0.0,32
2020-03-29,2020,3,29,6.4,4.3,5.4,35.0,53
2020-03-30,2020,3,30,8.6,1.7,5.2,7.9,48
2020-03-31,2020,3,31,7.6,1.2,4.4,0.2,43
2020-04-01,2020,4,1,6.4,-0.8,2.8,0.0,36
2020-04-02,2020,4,2,6.5,0.7,3.6,9.0,34
2020-04-03,2020,4,3,9.6,5.3,7.4,11.0,53
2020-04-05,2020,4,5,10.2,1.3,5.8,0.0,34
2020-04-06,2020,4,6,13.3,-0.7,6.3,0.2,49
2020-04-07,2020,4,7,13.0,-0.5,6.2,0.0,44
2020-04-09,2020,4,9,6.5,0.6,3.5,8.8,42
2020-04-10,2020,4,10,7.5,0.7,4.1,2.4,46
2020-04-11,2020,4,11,6.5,0.1,3.3,0.0,44
2020-04-12,2020,4,12,14.4,0.6,7.5,0.0,38
2020-04-13,2020,4,13,15.6,4.8,10.2,27.3,78
2020-04-14,2020,4,14,7.5,2.4,5.0,0.0,59
2020-04-15,2020,4,15,5.4,-1.1,2.2,0.0,51
2020-04-16,2020,4,16,4.9,-3.3,0.8,0.3,59
2020-04-17,2020,4,17,5.6,-1.3,2.1,0.0,49
2020-04-18,2020,4,18,9.2,-2.2,3.5,0.0,35
2020-04-19,2020,4,19,11.5,0.6,6.0,0.6,45
2020-04-20,2020,4,20,5.7,-3.6,1.1,0.0,44
2020-04-21,2020,4,21,9.3,-1.6,3.9,2.5,64
2020-04-22,2020,4,22,2.1,-5.2,-1.5,0.2,63
2020-04-23,2020,4,23,7.5,-4.0,1.8,0.0,41
2020-04-24,2020,4,24,11.2,-3.2,4.0,0.0,32
2020-04-26,2020,4,26,13.7,4.3,9.0,0.0,53
2020-04-27,2020,4,27,10.6,5.6,8.1,0.0,45
2020-04-28,2020,4,28,13.6,4.3,8.9,0.0,36
2020-04-29,2020,4,29,19.8,4.1,12.0,0.0,49
2020-04-30,2020,4,30,11.9,8.3,10.1,7.0,52
2020-05-01,2020,5,1,18.4,4.6,11.5,1.3,42
2020-05-02,2020,5,2,19.0,2.7,10.8,0.0,48
2020-05-03,2020,5,3,20.7,8.5,14.6,2.3,46
2020-05-04,2020,5,4,11.5,4.2,7.9,0.0,43
2020-05-05,2020,5,5,11.7,2.6,7.1,0.0,32
2020-05-07,2020,5,7,16.5,1.3,8.9,0.0,52
2020-05-08,2020,5,8,7.4,-1.0,3.2,0.2,36
2020-05-09,2020,5,9,6.6,-0.3,3.1,0.0,61
2020-05-10,2020,5,10,10.5,2.0,6.3,0.0,52
2020-05-11,2020,5,11,9.2,0.0,4.6,0.0,34
2020-05-12,2020,5,12,10.6,-1.3,4.7,0.0,45
2020-05-13,2020,5,13,15.1,-1.4,6.9,0.0,47
2020-05-15,2020,5,15,15.2,10.4,12.8,19.5,37
2020-05-17,2020,5,17,20.2,10.0,15.1,0.0,38
2020-05-18,2020,5,18,19.0,9.2,14.1,0.0,44
2020-05-19,2020,5,19,20.6,8.4,14.5,0.0,44
2020-05-21,2020,5,21,25.5,11.2,18.3,0.0,39
2020-05-22,2020,5,22,27.6,12.4,20.0,0.0,37
2020-05-23,2020,5,23,21.3,11.0,16.2,0.0,44
2020-05-27,2020,5,27,36.0,20.6,28.3,0.0,35
2020-05-28,2020,5,28,29.8,22.2,26.0,0.0,38
2020-05-29,2020,5,29,29.9,19.7,24.8,0.0,41
2020-05-30,2020,5,30,22.3,8.6,15.5,5.2,71
2020-05-31,2020,5,31,13.0,4.7,8.8,0.3,39
2020-06-01,2020,6,1,14.7,3.8,9.2,0.2,46
2020-06-04,2020,6,4,26.4,12.3,19.4,0.0,36
2020-06-05,2020,6,5,30.2,15.0,22.6,10.2,37
2020-06-06,2020,6,6,25.7,11.1,18.4,1.6,56
2020-06-07,2020,6,7,22.5,10.2,16.4,0.0,32
2020-06-08,2020,6,8,23.4,9.2,16.3,0.0,31
2020-06-10,2020,6,10,26.7,15.1,20.9,0.0,53
2020-06-11,2020,6,11,26.9,15.8,21.4,0.0,73
2020-06-12,2020,6,12,21.6,8.3,15.0,0.0,57
2020-06-14,2020,6,14,21.2,9.1,15.1,0.0,39
2020-06-15,2020,6,15,24.2,7.5,15.9,0.2,32
2020-06-22,2020,6,22,34.8,20.4,27.6,0.0,38
2020-06-23,2020,6,23,33.2,20.4,26.8,12.9,80
2020-06-24,2020,6,24,24.5,17.9,21.2,11.7,50
2020-06-25,2020,6,25,24.8,17.3,21.1,0.0,48
2020-06-26,2020,6,26,26.5,17.7,22.1,0.0,37
2020-06-29,2020,6,29,24.9,18.2,21.5,0.0,42
2020-06-30,2020,6,30,24.3,18.8,21.5,0.0,36
2020-07-01,2020,7,1,30.7,17.6,24.1,0.0,34
2020-07-02,2020,7,2,30.2,21.2,25.7,0.0,34
2020-07-05,2020,7,5,29.3,15.8,22.5,0.0,31
2020-07-07,2020,7,7,33.3,18.2,25.7,0.0,33
2020-07-08,2020,7,8,30.9,22.0,26.4,4.6,42
2020-07-10,2020,7,10,36.1,23.7,29.9,0.0,41
2020-07-12,2020,7,12,28.5,20.7,24.6,0.4,42
2020-07-13,2020,7,13,28.0,18.4,23.2,0.0,31
2020-07-14,2020,7,14,26.0,18.3,22.2,0.0,35
2020-07-15,2020,7,15,26.5,15.4,21.0,0.0,36
2020-07-16,2020,7,16,28.5,20.1,24.3,1.5,47
2020-07-17,2020,7,17,29.2,17.1,23.2,16.0,43
2020-07-18,2020,7,18,31.0,20.9,25.9,0.0,35
2020-07-19,2020,7,19,33.3,21.7,27.5,7.6,41
2020-07-20,2020,7,20,29.1,20.2,24.6,0.9,41
2020-07-25,2020,7,25,31.2,20.6,25.9,0.0,36
2020-07-26,2020,7,26,32.5,23.4,28.0,13.6,52
2020-07-27,2020,7,27,30.8,23.5,27.1,10.1,36
2020-07-28,2020,7,28,29.9,22.9,26.4,0.0,43
2020-07-29,2020,7,29,25.0,18.6,21.8,10.2,34
2020-07-30,2020,7,30,27.6,16.5,22.0,0.4,36
2020-08-02,2020,8,2,28.0,20.4,24.2,39.7,65
2020-08-03,2020,8,3,26.2,19.9,23.1,0.0,55
2020-08-04,2020,8,4,21.5,18.9,20.2,36.3,39
2020-08-05,2020,8,5,24.8,17.5,21.2,1.9,47
2020-08-06,2020,8,6,25.0,14.8,19.9,0.0,34
2020-08-09,2020,8,9,26.9,20.4,23.7,0.0,35
2020-08-11,2020,8,11,33.2,21.7,27.5,4.7,60
2020-08-12,2020,8,12,29.3,20.8,25.1,0.0,37
2020-08-14,2020,8,14,26.7,18.0,22.4,0.0,33
2020-08-16,2020,8,16,28.1,18.9,23.5,0.0,42
2020-08-17,2020,8,17,24.5,18.8,21.6,9.8,33
2020-08-18,2020,8,18,24.2,14.3,19.2,1.7,53
2020-08-19,2020,8,19,21.3,11.9,16.6,0.0,36
2020-08-21,2020,8,21,24.6,15.9,20.3,9.0,35
2020-08-24,2020,8,24,27.0,19.1,23.0,16.5,32
2020-08-25,2020,8,25,25.3,12.1,18.7,0.3,57
2020-08-26,2020,8,26,18.5,9.3,13.9,0.0,47
2020-08-29,2020,8,29,18.6,14.6,16.6,33.4,45
2020-08-30,2020,8,30,20.7,12.0,16.4,0.0,48
2020-09-03,2020,9,3,24.0,15.7,19.8,0.0,45
2020-09-04,2020,9,4,22.3,13.3,17.8,0.0,45
2020-09-05,2020,9,5,21.0,11.6,16.3,0.8,51
2020-09-07,2020,9,7,26.3,12.9,19.6,8.1,46
2020-09-10,2020,9,10,16.3,11.5,13.9,0.0,33
2020-09-13,2020,9,13,20.1,15.9,18.0,21.2,38
2020-09-14,2020,9,14,16.0,6.4,11.2,0.2,42
2020-09-16,2020,9,16,23.7,10.8,17.2,0.0,55
2020-09-17,2020,9,17,17.0,6.1,11.5,0.0,35
2020-09-18,2020,9,18,13.9,3.3,8.6,0.2,31
2020-09-23,2020,9,23,23.6,12.6,18.1,0.0,38
2020-09-24,2020,9,24,20.2,11.8,16.0,2.3,32
2020-09-27,2020,9,27,27.7,16.1,21.9,0.0,38
2020-09-29,2020,9,29,21.5,13.7,17.6,10.7,55
2020-09-30,2020,9,30,16.9,12.0,14.5,21.3,50
2020-10-01,2020,10,1,18.5,9.8,14.2,2.7,40
2020-10-02,2020,10,2,13.1,8.4,10.7,8.7,41
2020-10-06,2020,10,6,17.4,10.0,13.7,0.4,46
2020-10-07,2020,10,7,15.5,9.0,12.2,6.9,57
2020-10-08,2020,10,8,10.1,1.4,5.7,0.2,47
2020-10-09,2020,10,9,14.6,1.1,7.9,0.0,37
2020-10-10,2020,10,10,23.1,6.3,14.7,4.8,79
2020-10-12,2020,10,12,15.6,1.8,8.7,0.0,41
2020-10-13,2020,10,13,11.5,8.4,10.0,24.9,38
2020-10-14,2020,10,14,15.3,8.0,11.6,0.0,38
2020-10-15,2020,10,15,22.2,9.0,15.6,1.2,48
2020-10-18,2020,10,18,15.0,4.8,9.9,0.0,45
2020-10-19,2020,10,19,13.3,8.6,10.9,6.7,34
2020-10-21,2020,10,21,15.9,4.8,10.3,10.8,40
2020-10-23,2020,10,23,23.9,9.2,16.6,0.0,43
2020-10-24,2020,10,24,18.7,3.5,11.1,3.4,48
2020-10-25,2020,10,25,6.7,0.3,3.5,0.0,32
2020-10-28,2020,10,28,8.7,0.6,4.6,0.0,38
2020-10-29,2020,10,29,7.7,-1.3,3.2,0.0,44
2020-10-30,2020,10,30,2.6,-3.8,-0.6,0.0,40
2020-11-01,2020,11,1,8.8,0.7,4.7,1.5,50
2020-11-02,2020,11,2,2.9,-2.0,0.4,1.5,64
2020-11-03,2020,11,3,1.4,-1.9,-0.3,0.0,38
2020-11-05,2020,11,5,20.5,-0.8,9.9,0.0,34
2020-11-06,2020,11,6,17.7,7.8,12.7,0.0,41
2020-11-07,2020,11,7,19.7,10.6,15.1,0.0,31
2020-11-11,2020,11,11,19.7,7.9,13.8,0.0,43
2020-11-12,2020,11,12,8.1,-1.1,3.5,0.0,33
2020-11-14,2020,11,14,6.2,-3.4,1.4,0.0,35
2020-11-15,2020,11,15,8.6,-3.1,2.8,5.6,60
2020-11-16,2020,11,16,8.5,2.3,5.4,0.2,61
2020-11-17,2020,11,17,3.5,-6.1,-1.3,0.2,40
2020-11-18,2020,11,18,-2.4,-6.1,-4.3,0.0,33
2020-11-19,2020,11,19,4.1,-5.1,-0.5,0.0,40
2020-11-20,2020,11,20,15.2,-1.2,7.0,0.0,47
2020-11-21,2020,11,21,9.5,-3.4,3.1,0.0,38
2020-11-22,2020,11,22,1.9,-5.8,-2.0,12.8,42
2020-11-23,2020,11,23,5.6,0.3,2.9,15.4,47
2020-11-24,2020,11,24,0.3,-5.4,-2.5,0.0,45
2020-11-28,2020,11,28,6.3,3.3,4.8,0.0,36
2020-11-30,2020,11,30,8.2,2.0,5.1,12.6,50
2020-12-01,2020,12,1,10.4,3.6,7.0,11.2,128
2020-12-02,2020,12,2,4.0,-1.4,1.3,0.4,39
2020-12-03,2020,12,3,6.0,-1.9,2.1,0.0,45
2020-12-04,2020,12,4,4.6,1.5,3.1,3.0,39
2020-12-05,2020,12,5,3.5,-3.2,0.1,0.0,40
2020-12-06,2020,12,6,-0.7,-4.0,-2.4,0.2,42
2020-12-08,2020,12,8,-3.9,-6.7,-5.3,0.0,32
2020-12-12,2020,12,12,5.8,0.7,3.2,1.7,46
2020-12-13,2020,12,13,8.1,-2.6,2.7,1.4,59
2020-12-14,2020,12,14,-1.3,-3.9,-2.6,0.7,53
2020-12-15,2020,12,15,-3.8,-16.4,-10.1,0.4,50
2020-12-16,2020,12,16,-12.2,-17.6,-14.9,0.0,38
2020-12-17,2020,12,17,-8.1,-13.0,-10.6,0.0,38
2020-12-20,2020,12,20,0.1,-3.0,-1.5,4.2,33
2020-12-22,2020,12,22,2.0,-6.4,-2.2,1.9,47
2020-12-23,2020,12,23,1.6,-10.6,-4.5,1.8,43
2020-12-24,2020,12,24,10.3,-0.2,5.1,18.0,51
2020-12-25,2020,12,25,13.7,-0.5,6.6,10.6,52
2020-12-26,2020,12,26,-0.4,-7.7,-4.0,0.7,54
2020-12-28,2020,12,28,5.2,-2.6,1.3,1.1,58
2020-12-29,2020,12,29,-2.6,-8.7,-5.6,0.5,40
2020-12-30,2020,12,30,2.4,-7.8,-2.7,11.0,42
2020-12-31,2020,12,31,4.1,-6.1,-1.0,1.0,63
