Date,Year,Month,Day,Max Temp,Min Temp,Mean Temp,Total Precip (mm),Spd of Max Gust (km/h)
2014-02-26,2014,2,26,-9.4,-14.1,-11.8,0.9,52
2014-02-27,2014,2,27,-6.7,-14.1,-10.4,0.0,43
2014-02-28,2014,2,28,-12.0,-17.9,-15.0,0.0,35
2014-03-01,2014,3,1,-2.8,-14.1,-8.5,0.5,37
2014-03-02,2014,3,2,-5.6,-15.5,-10.6,0.5,33
2014-03-03,2014,3,3,-12.5,-18.3,-15.4,0.0,35
2014-03-04,2014,3,4,-10.8,-17.7,-14.3,0.8,32
2014-03-05,2014,3,5,-8.5,-17.2,-12.9,0.2,0
2014-03-06,2014,3,6,-6.9,-19.4,-13.2,0.0,0
2014-03-07,2014,3,7,0.2,-17.8,-8.8,0.0,0
2014-03-08,2014,3,8,3.3,-6.2,-1.5,0.0,0
2014-03-09,2014,3,9,-3.7,-11.9,-7.8,1.9,32
2014-03-10,2014,3,10,0.7,-5.4,-2.4,4.1,0
2014-03-11,2014,3,11,5.4,0.4,2.9,0.0,44
2014-03-12,2014,3,12,1.5,-11.9,-5.2,6.0,65
2014-03-13,2014,3,13,-6.9,-14.6,-10.8,0.7,48
2014-03-14,2014,3,14,2.2,-15.9,-6.9,0.0,46
2014-03-15,2014,3,15,4.7,-8.3,-1.8,0.0,48
2014-03-16,2014,3,16,-8.2,-14.8,-11.5,0.0,46
2014-03-17,2014,3,17,-6.5,-16.1,-11.3,0.0,35
2014-03-18,2014,3,18,-2.1,-13.3,-7.7,0.0,0
2014-03-19,2014,3,19,3.2,-8.9,-2.9,0.6,56
2014-03-20,2014,3,20,3.1,-0.2,1.5,2.3,46
2014-03-21,2014,3,21,2.6,-2.8,-0.1,0.0,52
2014-03-22,2014,3,22,0.7,-3.7,-1.5,6.8,43
2014-03-23,2014,3,23,0.2,-16.1,-8.0,0.5,50
2014-03-24,2014,3,24,-4.6,-18.1,-11.4,0.0,35
2014-03-25,2014,3,25,-0.6,-10.5,-5.6,0.0,0
2014-03-26,2014,3,26,-2.5,-10.4,-6.5,0.0,50
2014-03-27,2014,3,27,-1.6,-12.4,-7.0,0.0,0
2014-03-28,2014,3,28,4.2,-2.3,1.0,12.1,39
2014-03-29,2014,3,29,3.3,0.7,2.0,0.0,52
2014-03-30,2014,3,30,0.7,-1.4,-0.4,9.8,61
2014-03-31,2014,3,31,6.2,-1.5,2.4,0.0,33
2014-04-01,2014,4,1,5.0,-2.9,1.1,0.0,32
2014-04-02,2014,4,2,5.0,1.4,3.2,0.0,44
2014-04-03,2014,4,3,3.4,-2.5,0.5,0.0,43
2014-04-04,2014,4,4,7.4,-2.8,2.3,15.7,57
2014-04-05,2014,4,5,5.1,0.4,2.8,1.1,54
2014-04-06,2014,4,6,7.1,-1.0,3.1,0.0,46
2014-04-07,2014,4,7,13.3,-1.4,6.0,6.5,46
2014-04-08,2014,4,8,5.7,3.0,4.4,22.3,37
2014-04-09,2014,4,9,4.9,-1.6,1.7,0.0,46
2014-04-10,2014,4,10,16.3,-1.7,7.3,3.0,43
2014-04-11,2014,4,11,11.9,2.8,7.4,0.2,41
2014-04-12,2014,4,12,14.4,1.3,7.9,0.0,44
2014-04-13,2014,4,13,11.6,2.7,7.2,7.6,48
2014-04-15,2014,4,15,16.5,-5.0,5.8,8.9,63
2014-04-16,2014,4,16,0.7,-7.2,-3.3,0.0,59
2014-04-17,2014,4,17,7.7,-4.2,1.8,0.0,35
2014-04-18,2014,4,18,11.2,1.5,6.4,0.0,33
2014-04-19,2014,4,19,10.7,0.9,5.8,0.0,37
2014-04-20,2014,4,20,14.1,-1.0,6.6,0.0,0
2014-04-21,2014,4,21,19.4,7.2,13.3,0.3,33
2014-04-22,2014,4,22,12.9,6.9,9.9,10.3,0
2014-04-23,2014,4,23,11.9,2.7,7.3,0.0,46
2014-04-24,2014,4,24,12.8,1.1,7.0,0.0,46
2014-04-25,2014,4,25,12.2,-0.4,5.9,0.0,35
2014-04-26,2014,4,26,9.1,2.9,6.0,10.2,32
2014-04-27,2014,4,27,10.7,2.5,6.6,1.7,37
2014-04-28,2014,4,28,12.3,3.0,7.7,0.0,41
2014-04-29,2014,4,29,16.4,6.0,11.2,1.9,44
2014-04-30,2014,4,30,11.0,5.1,8.1,31.1,44
2014-05-01,2014,5,1,16.0,6.2,11.1,7.3,46
2014-05-02,2014,5,2,13.0,8.3,10.7,0.0,41
2014-05-03,2014,5,3,16.8,8.5,12.7,0.5,44
2014-05-04,2014,5,4,12.1,7.5,9.8,18.4,0
2014-05-06,2014,5,6,14.9,3.0,9.0,0.0,41
2014-05-07,2014,5,7,15.9,2.2,9.1,0.0,0
2014-05-08,2014,5,8,17.1,6.2,11.7,0.0,33
2014-05-09,2014,5,9,21.1,9.5,15.3,3.1,46
2014-05-10,2014,5,10,23.6,12.7,18.2,4.2,56
2014-05-11,2014,5,11,21.8,11.7,16.8,0.0,56
2014-05-12,2014,5,12,22.3,10.2,16.3,0.0,41
2014-05-13,2014,5,13,18.5,8.7,13.6,0.3,41
2014-05-14,2014,5,14,25.1,12.9,19.0,0.0,0
2014-05-15,2014,5,15,28.5,17.2,22.9,0.0,65
2014-05-16,2014,5,16,22.3,10.4,16.4,28.0,48
2014-05-17,2014,5,17,15.4,9.0,12.2,10.7,41
2014-05-18,2014,5,18,16.7,7.0,11.9,0.0,41
2014-05-19,2014,5,19,20.6,9.6,15.1,0.0,0
2014-05-20,2014,5,20,23.2,9.4,16.3,0.0,0
2014-05-22,2014,5,22,19.1,13.5,16.3,0.2,35
2014-05-23,2014,5,23,20.8,11.0,15.9,0.0,33
2014-05-24,2014,5,24,21.3,11.3,16.3,0.0,0
2014-05-25,2014,5,25,25.4,10.4,17.9,3.8,63
2014-05-26,2014,5,26,22.6,16.3,19.5,3.1,46
2014-05-27,2014,5,27,17.4,8.8,13.1,3.9,41
2014-05-28,2014,5,28,16.2,7.8,12.0,0.2,44
2014-05-29,2014,5,29,20.8,5.4,13.1,0.0,0
2014-05-30,2014,5,30,22.4,12.4,17.4,1.5,39
2014-05-31,2014,5,31,20.6,9.0,14.8,0.0,0
2014-06-01,2014,6,1,25.1,8.7,16.9,0.0,0
2014-06-02,2014,6,2,30.2,15.2,22.7,0.0,32
2014-06-03,2014,6,3,28.0,19.3,23.7,20.9,57
2014-06-04,2014,6,4,21.6,14.3,18.0,0.0,37
2014-06-05,2014,6,5,17.1,13.5,15.3,0.0,0
2014-06-06,2014,6,6,22.9,12.7,17.8,0.0,39
2014-06-07,2014,6,7,27.5,14.1,20.8,0.0,33
2014-06-08,2014,6,8,28.2,14.9,21.6,0.0,0
2014-06-09,2014,6,9,27.6,18.9,23.3,0.0,33
2014-06-10,2014,6,10,24.4,15.9,20.2,0.0,33
2014-06-11,2014,6,11,24.3,13.1,18.7,8.8,44
2014-06-12,2014,6,12,17.6,12.9,15.3,24.6,43
2014-06-13,2014,6,13,19.8,16.7,18.3,40.1,44
2014-06-14,2014,6,14,19.8,14.5,17.2,1.6,44
2014-06-15,2014,6,15,23.5,13.1,18.3,0.0,0
2014-06-16,2014,6,16,24.4,11.5,18.0,0.0,0
2014-06-17,2014,6,17,27.4,12.8,20.1,22.7,44
2014-06-18,2014,6,18,25.2,16.4,20.8,1.2,41
2014-06-19,2014,6,19,24.0,13.1,18.6,0.0,39
2014-06-20,2014,6,20,21.1,11.0,16.1,0.0,37
2014-06-21,2014,6,21,22.2,9.7,16.0,0.0,32
2014-06-22,2014,6,22,24.0,10.8,17.4,0.0,0
2014-06-23,2014,6,23,26.9,13.2,20.1,0.0,0
2014-06-24,2014,6,24,21.7,19.0,20.4,43.5,0
2014-06-25,2014,6,25,24.1,18.3,21.2,0.0,0
2014-06-26,2014,6,26,26.7,16.5,21.6,0.0,39
2014-06-27,2014,6,27,28.6,14.6,21.6,0.0,0
2014-06-28,2014,6,28,29.4,15.5,22.5,0.0,0
2014-06-29,2014,6,29,30.8,19.1,25.0,0.0,32
2014-06-30,2014,6,30,29.8,22.7,26.3,0.0,0
2014-07-01,2014,7,1,33.2,21.8,27.5,0.0,46
2014-07-02,2014,7,2,29.9,21.1,25.5,0.0,48
2014-07-03,2014,7,3,24.5,19.1,21.8,0.0,0
2014-07-04,2014,7,4,23.3,15.1,19.2,3.0,0
2014-07-05,2014,7,5,27.5,13.7,20.6,0.0,59
2014-07-06,2014,7,6,27.1,18.9,23.0,0.0,50
2014-07-07,2014,7,7,23.2,19.3,21.3,8.9,0
2014-07-08,2014,7,8,30.3,19.1,24.7,6.3,72
2014-07-09,2014,7,9,23.5,18.0,20.8,0.0,54
2014-07-10,2014,7,10,22.9,14.5,18.7,0.0,37
2014-07-11,2014,7,11,25.1,13.2,19.2,0.0,0
2014-07-12,2014,7,12,27.6,16.9,22.3,0.0,0
2014-07-13,2014,7,13,23.8,18.9,21.4,9.8,39
2014-07-14,2014,7,14,24.1,18.1,21.1,0.0,32
2014-07-15,2014,7,15,22.2,17.8,20.0,2.1,33
2014-07-16,2014,7,16,24.1,17.5,20.8,0.0,41
2014-07-17,2014,7,17,23.2,14.4,18.8,0.0,33
2014-07-18,2014,7,18,26.1,15.0,20.6,0.0,37
2014-07-19,2014,7,19,27.5,16.5,22.0,0.0,0
2014-07-20,2014,7,20,27.9,18.3,23.1,0.0,0
2014-07-21,2014,7,21,29.2,20.6,24.9,0.0,0
2014-07-22,2014,7,22,29.7,21.3,25.5,0.0,32
2014-07-23,2014,7,23,26.3,17.5,21.9,11.2,39
2014-07-24,2014,7,24,22.7,13.9,18.3,0.0,33
2014-07-25,2014,7,25,25.6,15.5,20.6,0.0,41
2014-07-26,2014,7,26,26.0,16.2,21.1,0.0,41
2014-07-27,2014,7,27,24.9,17.7,21.3,9.1,33
2014-07-28,2014,7,28,18.6,13.7,16.2,8.2,43
2014-07-29,2014,7,29,21.4,11.3,16.4,0.0,32
2014-07-30,2014,7,30,24.0,13.7,18.9,0.5,0
2014-07-31,2014,7,31,21.9,14.5,18.2,12.3,57
2014-08-01,2014,8,1,26.0,15.1,20.6,0.0,0
2014-08-02,2014,8,2,27.9,15.4,21.7,0.0,32
2014-08-03,2014,8,3,27.7,16.2,22.0,0.0,0
2014-08-04,2014,8,4,27.8,18.4,23.1,0.0,37
2014-08-05,2014,8,5,25.3,17.6,21.5,1.1,33
2014-08-06,2014,8,6,25.5,13.5,19.5,0.0,39
2014-08-07,2014,8,7,23.2,14.7,19.0,5.3,0
2014-08-08,2014,8,8,26.9,14.3,20.6,0.2,0
2014-08-09,2014,8,9,28.6,15.0,21.8,0.0,0
2014-08-10,2014,8,10,28.6,17.6,23.1,0.2,0
2014-08-11,2014,8,11,29.7,18.2,24.0,0.0,0
2014-08-12,2014,8,12,27.6,18.9,23.3,1.7,52
2014-08-13,2014,8,13,21.1,16.2,18.7,42.3,44
2014-08-14,2014,8,14,17.4,12.1,14.8,0.0,43
2014-08-15,2014,8,15,17.7,12.3,15.0,4.0,0
2014-08-16,2014,8,16,18.8,14.4,16.6,11.8,37
2014-08-17,2014,8,17,22.7,14.6,18.7,0.0,37
2014-08-18,2014,8,18,21.8,10.9,16.4,0.0,0
2014-08-19,2014,8,19,23.5,11.0,17.3,0.2,0
2014-08-20,2014,8,20,27.2,14.2,20.7,0.0,0
2014-08-21,2014,8,21,23.1,17.6,20.4,0.0,33
2014-08-22,2014,8,22,23.6,16.7,20.2,0.0,0
2014-08-23,2014,8,23,26.2,15.7,21.0,0.0,0
2014-08-24,2014,8,24,27.9,14.4,21.2,0.0,0
2014-08-25,2014,8,25,28.7,18.0,23.4,0.0,0
2014-08-26,2014,8,26,28.7,17.4,23.1,0.0,37
2014-08-27,2014,8,27,25.6,17.5,21.6,0.0,0
2014-08-28,2014,8,28,22.4,12.8,17.6,0.0,37
2014-08-29,2014,8,29,22.5,10.8,16.7,0.0,0
2014-08-30,2014,8,30,27.0,16.3,21.7,0.0,32
2014-08-31,2014,8,31,25.5,20.1,22.8,9.8,43
2014-09-01,2014,9,1,25.9,19.1,22.5,0.0,0
2014-09-02,2014,9,2,29.0,18.5,23.8,3.3,54
2014-09-03,2014,9,3,25.3,18.1,21.7,0.0,35
2014-09-04,2014,9,4,27.8,16.6,22.2,0.0,32
2014-09-05,2014,9,5,30.5,19.2,24.9,2.0,48
2014-09-06,2014,9,6,23.5,10.5,17.0,3.7,37
2014-09-07,2014,9,7,22.0,10.6,16.3,0.0,37
2014-09-08,2014,9,8,24.6,11.4,18.0,0.0,0
2014-09-09,2014,9,9,23.1,13.8,18.5,0.0,39
2014-09-10,2014,9,10,24.9,13.5,19.2,0.0,39
2014-09-11,2014,9,11,25.2,9.6,17.4,5.3,61
2014-09-12,2014,9,12,14.4,7.7,11.1,0.0,0
2014-09-13,2014,9,13,12.8,6.9,9.9,18.1,48
2014-09-14,2014,9,14,11.0,4.6,7.8,0.0,35
2014-09-15,2014,9,15,18.2,4.8,11.5,0.0,32
2014-09-16,2014,9,16,18.4,10.5,14.5,0.0,35
2014-09-17,2014,9,17,17.3,8.9,13.1,1.4,33
2014-09-20,2014,9,20,19.6,9.0,14.3,0.0,39
2014-09-21,2014,9,21,22.9,14.2,18.6,5.2,41
2014-09-22,2014,9,22,14.2,7.4,10.8,0.0,57
2014-09-23,2014,9,23,17.4,7.8,12.6,0.9,37
2014-09-24,2014,9,24,22.2,7.5,14.9,0.0,0
2014-09-25,2014,9,25,22.8,10.7,16.8,0.0,0
2014-09-26,2014,9,26,25.4,12.9,19.2,0.0,0
2014-09-27,2014,9,27,25.7,14.0,19.9,0.0,0
2014-09-28,2014,9,28,25.1,15.5,20.3,0.0,32
2014-09-29,2014,9,29,17.9,9.1,13.5,0.0,39
2014-09-30,2014,9,30,17.7,9.5,13.6,0.0,33
2014-10-02,2014,10,2,20.6,9.0,14.8,0.0,0
2014-10-03,2014,10,3,23.1,9.2,16.2,0.0,46
2014-10-04,2014,10,4,16.5,10.1,13.3,21.6,46
2014-10-05,2014,10,5,13.9,8.1,11.0,0.0,37
2014-10-06,2014,10,6,16.2,7.6,11.9,0.0,52
2014-10-07,2014,10,7,18.5,12.0,15.3,3.0,54
2014-10-08,2014,10,8,17.3,9.1,13.2,19.0,56
2014-10-09,2014,10,9,12.3,5.6,9.0,0.3,67
2014-10-10,2014,10,10,11.9,4.6,8.3,0.2,35
2014-10-11,2014,10,11,13.1,2.6,7.9,0.0,0
2014-10-12,2014,10,12,13.3,1.9,7.6,0.0,0
2014-10-13,2014,10,13,18.0,3.3,10.7,0.0,0
2014-10-14,2014,10,14,24.8,13.7,19.3,0.0,32
2014-10-15,2014,10,15,23.5,17.7,20.6,4.5,37
2014-10-16,2014,10,16,21.9,15.0,18.5,6.4,44
2014-10-17,2014,10,17,18.0,14.0,16.0,0.2,48
2014-10-18,2014,10,18,17.0,5.4,11.2,1.4,43
2014-10-19,2014,10,19,7.3,2.9,5.1,0.0,43
2014-10-20,2014,10,20,7.0,1.2,4.1,0.6,0
2014-10-21,2014,10,21,7.8,6.0,6.9,2.1,39
2014-10-22,2014,10,22,12.7,6.3,9.5,0.0,48
2014-10-24,2014,10,24,11.8,7.1,9.5,0.9,0
2014-10-25,2014,10,25,13.3,6.1,9.7,3.1,33
2014-10-26,2014,10,26,11.2,7.3,9.3,0.7,43
2014-10-27,2014,10,27,11.2,5.9,8.6,0.0,41
2014-10-28,2014,10,28,13.9,7.0,10.5,5.2,0
2014-10-29,2014,10,29,14.4,8.9,11.7,0.2,50
2014-10-31,2014,10,31,7.7,1.5,4.6,0.0,32
2014-11-01,2014,11,1,6.7,2.0,4.4,0.0,46
2014-11-02,2014,11,2,7.9,-0.3,3.8,0.0,46
2014-11-03,2014,11,3,6.7,-1.3,2.7,0.0,41
2014-11-04,2014,11,4,11.6,4.5,8.1,2.2,37
2014-11-05,2014,11,5,12.3,6.6,9.5,1.7,57
2014-11-06,2014,11,6,8.6,3.1,5.9,2.7,0
2014-11-07,2014,11,7,5.4,-0.2,2.6,1.2,43
2014-11-08,2014,11,8,4.4,-1.9,1.3,0.2,32
2014-11-09,2014,11,9,6.6,2.7,4.7,0.0,52
2014-11-10,2014,11,10,7.3,4.2,5.8,0.0,0
2014-11-11,2014,11,11,12.7,0.6,6.7,0.0,37
2014-11-12,2014,11,12,8.5,2.1,5.3,3.6,61
2014-11-13,2014,11,13,4.8,-1.0,1.9,0.0,41
2014-11-15,2014,11,15,1.8,-5.4,-1.8,0.2,37
2014-11-16,2014,11,16,3.6,-0.7,1.5,0.9,37
2014-11-17,2014,11,17,1.7,-0.2,0.8,12.8,43
2014-11-18,2014,11,18,1.8,-4.5,-1.4,0.7,61
2014-11-19,2014,11,19,-1.5,-7.2,-4.4,0.0,43
2014-11-20,2014,11,20,0.4,-5.1,-2.4,0.2,52
2014-11-21,2014,11,21,-4.4,-7.1,-5.8,0.0,43
2014-11-22,2014,11,22,3.3,-6.5,-1.6,3.5,54
2014-11-23,2014,11,23,8.1,3.2,5.7,0.0,0
2014-12-11,2014,12,11,0.4,-3.7,-1.7,4.7,37
2014-12-13,2014,12,13,-1.6,-5.3,-3.5,0.0,37
2014-12-14,2014,12,14,-1.0,-4.5,-2.8,0.0,0
2014-12-15,2014,12,15,0.0,-2.0,-1.0,0.0,0
2014-12-16,2014,12,16,1.0,-1.3,-0.2,0.0,0
2014-12-17,2014,12,17,1.0,-0.2,0.4,1.5,0
2014-12-19,2014,12,19,-2.4,-10.7,-6.6,0.2,0
2014-12-20,2014,12,20,-7.4,-14.7,-11.1,0.0,0
2014-12-21,2014,12,21,-7.0,-10.2,-8.6,0.0,0
2014-12-22,2014,12,22,-5.0,-8.1,-6.6,0.0,32
2014-12-23,2014,12,23,3.3,-5.2,-1.0,4.8,0
2014-12-24,2014,12,24,6.3,2.8,4.6,25.5,37
2014-12-25,2014,12,25,8.2,3.8,6.0,1.1,74
2014-12-26,2014,12,26,4.8,2.3,3.6,0.0,61
2014-12-27,2014,12,27,7.5,1.5,4.5,0.2,33
2014-12-28,2014,12,28,8.4,-2.0,3.2,1.4,50
2014-12-29,2014,12,29,-0.5,-11.3,-5.9,0.4,50
2014-12-30,2014,12,30,-10.6,-14.7,-12.7,0.2,32
2014-12-31,2014,12,31,-6.1,-14.6,-10.4,0.0,41
